Student_ID,Parent_Education_Level,Family_Income_Level,Internet_Access_at_Home,Stress_Level (1-10)
S5349,None,Medium,Yes,10
S5350,High School,Medium,No,7
S5351,None,Low,Yes,6
S5352,High School,High,Yes,9
S5353,None,Medium,Yes,8
S5354,None,Low,Yes,1
S5355,High School,High,No,8
S5356,Bachelor's,High,No,2
S5357,None,Low,Yes,9
S5358,High School,High,No,6
S5359,PhD,High,No,5
S5360,PhD,Low,No,7
S5361,Bachelor's,High,No,4
S5362,High School,Low,No,9
S5363,Bachelor's,Medium,No,10
S5364,None,Low,Yes,8
S5365,PhD,Medium,Yes,1
S5366,Bachelor's,Medium,No,1
S5367,None,Medium,Yes,3
S5368,PhD,Low,No,8
S5369,Bachelor's,Low,No,8
S5370,None,Low,No,2
S5371,Master's,Medium,Yes,1
S5372,PhD,High,Yes,4
S5373,None,High,Yes,2
S5374,Master's,Low,Yes,5
S5375,Bachelor's,High,Yes,7
S5376,Master's,Medium,No,10
S5377,PhD,Medium,Yes,10
S5378,High School,High,Yes,5
S5379,Bachelor's,High,Yes,1
S5380,Master's,Medium,No,10
S5381,None,Low,Yes,5
S5382,High School,Low,Yes,6
S5383,High School,High,No,9
S5384,Bachelor's,High,Yes,1
S5385,Master's,Low,Yes,3
S5386,PhD,High,No,5
S5387,Master's,High,No,1
S5388,Master's,High,Yes,7
S5389,Bachelor's,Medium,No,1
S5390,Bachelor's,Low,Yes,10
S5391,None,High,Yes,10
S5392,PhD,High,Yes,3
S5393,Bachelor's,High,Yes,1
S5394,None,High,Yes,9
S5395,High School,High,Yes,7
S5396,None,High,Yes,10
S5397,PhD,Medium,Yes,9
S5398,None,Medium,Yes,9
S5399,None,Medium,Yes,9
S5400,Bachelor's,Medium,No,10
S5401,PhD,High,No,5
S5402,None,High,No,7
S5403,Master's,High,Yes,6
S5404,None,Medium,No,6
S5405,High School,Medium,Yes,3
S5406,High School,Medium,No,10
S5407,None,Low,Yes,6
S5408,None,High,No,10
S5409,Master's,Medium,No,6
S5410,None,Medium,Yes,5
S5411,Bachelor's,High,No,4
S5412,PhD,Low,No,10
S5413,Master's,Medium,Yes,5
S5414,None,Low,Yes,7
S5415,Bachelor's,Medium,Yes,4
S5416,None,Medium,No,9
S5417,Master's,High,No,4
S5418,Master's,Low,No,9
S5419,High School,Medium,Yes,10
S5420,High School,High,Yes,9
S5421,None,Medium,Yes,7
S5422,PhD,High,No,7
S5423,Bachelor's,Medium,No,10
S5424,High School,High,No,1
S5425,High School,Medium,No,2
S5426,PhD,High,Yes,3
S5427,Master's,High,No,3
S5428,None,Low,No,3
S5429,None,High,No,9
S5430,Bachelor's,Low,Yes,2
S5431,PhD,High,No,1
S5432,PhD,High,No,1
S5433,PhD,High,Yes,6
S5434,Master's,High,Yes,7
S5435,PhD,Low,No,2
S5436,Master's,High,Yes,2
S5437,None,High,No,8
S5438,Master's,High,Yes,7
S5439,None,High,No,4
S5440,Bachelor's,High,Yes,7
S5441,PhD,High,No,4
S5442,Bachelor's,Medium,Yes,5
S5443,PhD,Low,Yes,8
S5444,Bachelor's,Low,No,4
S5445,High School,High,Yes,7
S5446,High School,Medium,No,2
S5447,Master's,Medium,Yes,2
S5448,Bachelor's,Low,No,9
S5449,PhD,Medium,Yes,10
S5450,None,Medium,No,8
S5451,Master's,Low,No,3
S5452,Master's,Low,No,7
S5453,High School,Low,No,1
S5454,Bachelor's,High,No,4
S5455,Bachelor's,Low,No,4
S5456,Master's,Low,No,8
S5457,High School,Medium,No,4
S5458,None,Medium,No,9
S5459,High School,Low,Yes,10
S5460,Bachelor's,Low,Yes,7
S5461,None,Medium,No,10
S5462,Master's,Low,No,5
S5463,None,High,Yes,8
S5464,Master's,Low,Yes,4
S5465,High School,Medium,No,10
S5466,None,High,Yes,6
S5467,PhD,Low,Yes,5
S5468,Bachelor's,Medium,No,10
S5469,Master's,Medium,Yes,3
S5470,None,Medium,No,8
S5471,None,Medium,Yes,6
S5472,PhD,High,Yes,4
S5473,High School,Low,Yes,1
S5474,PhD,Low,No,10
S5475,None,Low,No,1
S5476,Bachelor's,Low,Yes,3
S5477,None,Medium,Yes,8
S5478,None,High,Yes,8
S5479,None,Medium,No,2
S5480,PhD,High,Yes,1
S5481,PhD,Low,Yes,5
S5482,Master's,Medium,Yes,1
S5483,Master's,Medium,Yes,8
S5484,Master's,Low,Yes,9
S5485,None,High,Yes,2
S5486,Master's,High,Yes,4
S5487,Master's,High,Yes,6
S5488,High School,Medium,No,7
S5489,PhD,Medium,No,5
S5490,Master's,Medium,No,1
S5491,PhD,High,Yes,7
S5492,Bachelor's,Medium,No,7
S5493,High School,High,No,5
S5494,Bachelor's,Low,Yes,2
S5495,PhD,Medium,No,2
S5496,PhD,Medium,Yes,9
S5497,Bachelor's,Low,Yes,9
S5498,Master's,Low,Yes,4
S5499,High School,High,Yes,4
S5500,PhD,Low,Yes,7
S5501,None,Medium,No,5
S5502,High School,Low,No,1
S5503,Bachelor's,Low,No,5
S5504,PhD,Medium,Yes,4
S5505,PhD,High,No,3
S5506,Bachelor's,Medium,No,1
S5507,None,Medium,No,9
S5508,None,Low,No,4
S5509,PhD,Low,No,3
S5510,Master's,Medium,No,8
S5511,None,Low,No,7
S5512,None,High,Yes,6
S5513,Master's,Low,No,6
S5514,None,High,Yes,2
S5515,Master's,Medium,Yes,9
S5516,Bachelor's,Low,No,1
S5517,High School,Low,No,4
S5518,High School,High,Yes,4
S5519,Bachelor's,High,Yes,9
S5520,None,Medium,No,3
S5521,High School,Medium,No,9
S5522,Bachelor's,Medium,Yes,2
S5523,High School,Medium,No,1
S5524,None,High,No,7
S5525,Master's,Low,Yes,2
S5526,Bachelor's,Low,Yes,1
S5527,High School,Medium,Yes,9
S5528,None,Low,Yes,8
S5529,High School,Medium,No,3
S5530,None,Low,No,2
S5531,None,Low,Yes,1
S5532,None,Low,No,10
S5533,None,Low,Yes,4
S5534,Bachelor's,High,No,6
S5535,Master's,Low,No,2
S5536,Bachelor's,High,No,6
S5537,High School,High,Yes,5
S5538,Bachelor's,High,Yes,1
S5539,Bachelor's,Low,Yes,10
S5540,High School,Medium,Yes,7
S5541,Master's,Medium,No,7
S5542,Bachelor's,High,Yes,5
S5543,None,High,No,4
S5544,Bachelor's,Low,Yes,2
S5545,High School,Medium,Yes,7
S5546,Master's,High,No,8
S5547,Bachelor's,Medium,No,9
S5548,Bachelor's,Medium,Yes,6
S5549,High School,Low,No,2
S5550,PhD,High,Yes,1
S5551,PhD,Low,No,2
S5552,Bachelor's,Medium,Yes,3
S5553,None,Medium,Yes,1
S5554,Bachelor's,High,Yes,5
S5555,PhD,High,No,7
S5556,Bachelor's,Low,Yes,9
S5557,None,Low,No,6
S5558,Master's,Low,Yes,8
S5559,Bachelor's,High,Yes,2
S5560,High School,High,Yes,5
S5561,None,High,Yes,9
S5562,Bachelor's,Medium,Yes,7
S5563,PhD,Low,Yes,7
S5564,Bachelor's,Low,Yes,3
S5565,PhD,High,Yes,3
S5566,High School,High,No,2
S5567,Master's,Low,No,9
S5568,PhD,Medium,No,4
S5569,Bachelor's,Low,No,9
S5570,High School,High,No,4
S5571,None,Low,No,8
S5572,Bachelor's,Low,Yes,1
S5573,None,Low,Yes,1
S5574,PhD,Medium,No,6
S5575,High School,High,No,6
S5576,Master's,Low,Yes,7
S5577,Bachelor's,Medium,Yes,7
S5578,High School,Low,No,10
S5579,High School,Medium,Yes,3
S5580,Master's,High,Yes,9
S5581,PhD,High,No,9
S5582,Master's,Medium,No,3
S5583,Master's,Medium,No,7
S5584,Master's,Low,Yes,4
S5585,None,Medium,No,6
S5586,Bachelor's,High,Yes,6
S5587,Master's,High,No,5
S5588,Bachelor's,High,No,6
S5589,Master's,High,No,7
S5590,PhD,High,No,2
S5591,PhD,High,Yes,7
S5592,Master's,High,No,7
S5593,High School,Low,No,7
S5594,Bachelor's,High,No,10
S5595,PhD,Medium,No,5
S5596,None,Medium,No,3
S5597,High School,Low,No,5
S5598,PhD,High,Yes,1
S5599,High School,High,No,5
S5600,Bachelor's,High,No,3
S5601,High School,High,No,7
S5602,None,High,Yes,4
S5603,High School,High,Yes,6
S5604,PhD,Low,Yes,6
S5605,None,Low,No,4
S5606,Bachelor's,Medium,No,1
S5607,PhD,Medium,No,3
S5608,Bachelor's,Medium,Yes,3
S5609,Master's,High,No,6
S5610,PhD,Low,Yes,10
S5611,High School,Low,No,8
S5612,Bachelor's,High,Yes,2
S5613,High School,High,No,6
S5614,None,Low,Yes,7
S5615,Bachelor's,Medium,No,3
S5616,Bachelor's,Medium,Yes,1
S5617,None,Medium,No,2
S5618,None,Medium,No,5
S5619,None,Medium,Yes,1
S5620,None,Medium,Yes,4
S5621,Master's,Low,No,6
S5622,Bachelor's,High,Yes,1
S5623,Master's,Low,Yes,6
S5624,Master's,Low,No,8
S5625,High School,High,No,1
S5626,Bachelor's,Medium,Yes,8
S5627,Bachelor's,Medium,Yes,8
S5628,Bachelor's,High,Yes,2
S5629,Bachelor's,Low,No,3
S5630,None,High,No,6
S5631,PhD,Low,No,8
S5632,High School,High,No,5
S5633,High School,High,No,9
S5634,None,Low,No,4
S5635,Master's,Medium,Yes,4
S5636,PhD,Low,Yes,8
S5637,High School,Low,Yes,5
S5638,Master's,Medium,No,8
S5639,Bachelor's,Medium,Yes,1
S5640,PhD,Medium,No,10
S5641,PhD,Low,Yes,5
S5642,Bachelor's,High,No,8
S5643,High School,Medium,Yes,8
S5644,PhD,High,No,7
S5645,None,Low,No,3
S5646,None,Medium,No,10
S5647,None,Low,Yes,10
S5648,PhD,High,Yes,7
S5649,High School,Low,Yes,3
S5650,Master's,Medium,Yes,6
S5651,High School,Medium,No,9
S5652,Master's,Low,No,8
S5653,PhD,High,Yes,4
S5654,Bachelor's,Low,No,5
S5655,Master's,Low,No,4
S5656,Master's,Medium,Yes,6
S5657,High School,Medium,No,8
S5658,PhD,Medium,Yes,6
S5659,High School,Low,Yes,5
S5660,PhD,Low,Yes,9
S5661,Master's,High,No,7
S5662,Bachelor's,Low,Yes,10
S5663,PhD,Low,Yes,3
S5664,Master's,High,Yes,10
S5665,Bachelor's,Medium,No,2
S5666,High School,Medium,No,5
S5667,High School,High,No,5
S5668,PhD,High,No,6
S5669,PhD,High,No,1
S5670,PhD,Low,No,5
S5671,High School,Medium,Yes,7
S5672,PhD,High,No,9
S5673,Master's,Low,No,3
S5674,None,Medium,Yes,7
S5675,None,Low,Yes,7
S5676,PhD,High,No,7
S5677,Master's,High,No,4
S5678,Master's,High,No,3
S5679,Master's,High,Yes,1
S5680,Bachelor's,High,Yes,6
S5681,Master's,High,Yes,4
S5682,High School,Low,Yes,8
S5683,High School,Medium,Yes,6
S5684,Master's,Medium,No,6
S5685,None,Medium,No,8
S5686,Bachelor's,Low,No,5
S5687,High School,Low,No,8
S5688,High School,High,No,1
S5689,High School,Medium,Yes,10
S5690,Bachelor's,Low,Yes,2
S5691,Master's,Low,Yes,8
S5692,Bachelor's,Medium,Yes,1
S5693,Master's,Low,No,5
S5694,PhD,High,No,5
S5695,High School,Medium,Yes,2
S5696,None,High,No,2
S5697,Bachelor's,Low,Yes,1
S5698,Bachelor's,Low,No,4
S5699,High School,Low,No,6
S5700,High School,Medium,No,3
S5701,None,Low,Yes,10
S5702,None,Medium,No,4
S5703,High School,Low,No,8
S5704,Master's,High,Yes,2
S5705,High School,High,No,9
S5706,None,Medium,Yes,10
S5707,High School,Low,No,6
S5708,None,Medium,No,9
S5709,PhD,Low,Yes,1
S5710,Master's,Medium,No,4
S5711,None,High,Yes,7
S5712,Bachelor's,Medium,Yes,10
S5713,Bachelor's,Low,No,9
S5714,Master's,Medium,No,1
S5715,Master's,High,Yes,1
S5716,Bachelor's,Low,No,3
S5717,PhD,High,Yes,6
S5718,PhD,Low,Yes,5
S5719,None,Low,Yes,5
S5720,Master's,High,No,9
S5721,Bachelor's,Low,No,3
S5722,Master's,Medium,Yes,5
S5723,Bachelor's,Low,No,7
S5724,Bachelor's,Medium,Yes,2
S5725,None,Low,Yes,7
S5726,Master's,High,Yes,1
S5727,PhD,Medium,No,7
S5728,Master's,Low,No,2
S5729,Bachelor's,High,Yes,7
S5730,PhD,Low,Yes,3
S5731,Bachelor's,Medium,Yes,5
S5732,Master's,Medium,Yes,9
S5733,Bachelor's,Low,No,1
S5734,High School,Medium,Yes,6
S5735,PhD,High,Yes,7
S5736,None,Medium,No,10
S5737,High School,Low,No,9
S5738,Bachelor's,Medium,Yes,4
S5739,Master's,Medium,No,9
S5740,Bachelor's,Medium,Yes,1
S5741,None,Low,Yes,4
S5742,Master's,Low,Yes,6
S5743,PhD,Medium,No,7
S5744,PhD,Medium,No,1
S5745,Bachelor's,Medium,No,1
S5746,High School,High,Yes,9
S5747,Master's,Low,Yes,7
S5748,High School,Low,Yes,9
S5749,Bachelor's,Low,No,5
S5750,Master's,Low,No,9
S5751,PhD,High,Yes,5
S5752,PhD,Low,No,6
S5753,Bachelor's,Medium,No,8
S5754,Master's,Low,Yes,9
S5755,Bachelor's,Medium,No,10
S5756,PhD,Low,No,3
S5757,None,High,No,2
S5758,High School,High,Yes,5
S5759,Bachelor's,High,Yes,6
S5760,None,High,No,8
S5761,PhD,High,Yes,4
S5762,Bachelor's,Low,No,1
S5763,PhD,Medium,No,4
S5764,PhD,Medium,No,10
S5765,Bachelor's,Low,Yes,8
S5766,None,Medium,No,2
S5767,Bachelor's,Medium,No,10
S5768,PhD,Medium,Yes,8
S5769,Master's,Low,No,4
S5770,PhD,Low,Yes,2
S5771,Bachelor's,Medium,Yes,4
S5772,None,Low,No,1
S5773,PhD,High,Yes,10
S5774,None,High,Yes,7
S5775,None,Medium,Yes,3
S5776,High School,High,No,4
S5777,None,High,Yes,3
S5778,PhD,Low,Yes,8
S5779,PhD,High,Yes,3
S5780,Bachelor's,Medium,No,7
S5781,Bachelor's,High,No,2
S5782,None,High,Yes,10
S5783,Master's,High,Yes,9
S5784,PhD,Low,Yes,6
S5785,None,Low,Yes,3
S5786,Bachelor's,Low,No,8
S5787,PhD,High,No,8
S5788,High School,Low,No,6
S5789,Bachelor's,Low,Yes,4
S5790,High School,Low,Yes,3
S5791,PhD,Medium,Yes,9
S5792,Master's,Medium,No,5
S5793,None,High,No,4
S5794,None,High,No,9
S5795,Master's,Low,Yes,7
S5796,None,Medium,Yes,3
S5797,None,High,Yes,6
S5798,High School,High,No,8
S5799,None,Low,Yes,5
S5800,High School,Medium,Yes,2
S5801,None,Medium,No,8
S5802,None,High,No,2
S5803,Bachelor's,Low,No,1
S5804,Master's,High,No,5
S5805,Bachelor's,Low,Yes,5
S5806,None,Medium,No,1
S5807,High School,High,Yes,6
S5808,None,Low,Yes,7
S5809,PhD,Low,No,9
S5810,PhD,Low,No,9
S5811,PhD,High,Yes,2
S5812,PhD,High,No,8
S5813,None,High,No,9
S5814,PhD,Medium,No,4
S5815,Master's,Low,Yes,7
S5816,None,Low,Yes,5
S5817,Bachelor's,Low,No,1
S5818,None,Low,No,10
S5819,High School,Medium,Yes,8
S5820,Master's,Low,No,2
S5821,None,Medium,No,3
S5822,Bachelor's,High,Yes,5
S5823,High School,High,Yes,7
S5824,High School,Low,Yes,5
S5825,Bachelor's,High,Yes,10
S5826,Bachelor's,Low,No,4
S5827,Bachelor's,Medium,Yes,2
S5828,Bachelor's,High,Yes,1
S5829,PhD,High,Yes,3
S5830,Master's,Medium,No,6
S5831,Bachelor's,Medium,Yes,9
S5832,PhD,Medium,No,9
S5833,None,Low,Yes,5
S5834,High School,Low,No,3
S5835,None,High,No,3
S5836,None,High,Yes,7
S5837,PhD,Medium,Yes,7
S5838,PhD,Low,Yes,3
S5839,Bachelor's,Medium,Yes,10
S5840,Bachelor's,Medium,Yes,7
S5841,PhD,Low,Yes,8
S5842,Master's,High,Yes,3
S5843,Bachelor's,High,Yes,5
S5844,None,High,No,10
S5845,Bachelor's,High,Yes,8
S5846,Bachelor's,High,Yes,7
S5847,Master's,Low,Yes,1
S5848,PhD,Low,Yes,2
S5849,Master's,Medium,No,6
S5850,Bachelor's,High,Yes,8
S5851,Master's,High,Yes,5
S5852,Bachelor's,Low,No,7
S5853,Master's,Medium,No,10
S5854,High School,Low,No,7
S5855,High School,Low,Yes,3
S5856,Bachelor's,High,Yes,1
S5857,Master's,Low,Yes,6
S5858,Bachelor's,Low,Yes,5
S5859,Master's,High,No,9
S5860,PhD,High,No,1
S5861,Master's,High,No,5
S5862,Master's,High,No,3
S5863,Bachelor's,Low,No,6
S5864,Master's,Low,No,5
S5865,Bachelor's,High,Yes,4
S5866,Bachelor's,Low,Yes,8
S5867,None,Low,Yes,9
S5868,Bachelor's,Medium,Yes,9
S5869,Master's,Medium,Yes,1
S5870,High School,Medium,No,9
S5871,PhD,Low,No,4
S5872,Master's,High,No,4
S5873,Master's,Low,Yes,9
S5874,Master's,Medium,No,1
S5875,None,Low,Yes,5
S5876,High School,Medium,Yes,8
S5877,Master's,High,No,5
S5878,Bachelor's,High,No,8
S5879,High School,High,Yes,5
S5880,High School,High,Yes,2
S5881,Master's,Medium,No,2
S5882,Bachelor's,Medium,Yes,8
S5883,High School,Medium,Yes,3
S5884,PhD,Low,No,2
S5885,Bachelor's,Medium,Yes,1
S5886,High School,High,No,4
S5887,High School,Medium,No,3
S5888,Bachelor's,Medium,No,8
S5889,None,Low,Yes,1
S5890,Bachelor's,Low,Yes,5
S5891,PhD,Low,Yes,10
S5892,None,Low,Yes,6
S5893,Master's,Medium,Yes,1
S5894,None,Medium,No,9
S5895,PhD,High,Yes,2
S5896,PhD,High,Yes,4
S5897,PhD,Low,No,7
S5898,High School,Medium,No,9
S5899,None,High,No,3
S5900,PhD,Medium,Yes,10
S5901,None,Medium,Yes,2
S5902,None,Medium,Yes,8
S5903,Master's,Medium,No,9
S5904,Master's,Low,No,2
S5905,Master's,High,Yes,3
S5906,High School,Medium,Yes,6
S5907,High School,Medium,No,3
S5908,Master's,Medium,Yes,6
S5909,PhD,High,No,6
S5910,Bachelor's,Low,Yes,3
S5911,High School,Low,No,2
S5912,Bachelor's,Medium,No,8
S5913,High School,Medium,Yes,7
S5914,None,Low,Yes,9
S5915,PhD,High,No,1
S5916,High School,Medium,Yes,1
S5917,None,High,No,1
S5918,PhD,Low,Yes,1
S5919,High School,Medium,Yes,5
S5920,PhD,Medium,No,2
S5921,High School,High,Yes,4
S5922,Master's,High,Yes,9
S5923,High School,High,No,3
S5924,High School,Medium,Yes,8
S5925,None,Low,Yes,9
S5926,Master's,Low,No,9
S5927,Bachelor's,Low,No,2
S5928,PhD,High,No,8
S5929,Bachelor's,High,Yes,8
S5930,Bachelor's,Low,No,3
S5931,Master's,Medium,No,1
S5932,Master's,Low,No,1
S5933,Master's,High,Yes,4
S5934,None,High,Yes,9
S5935,None,High,Yes,9
S5936,PhD,High,Yes,2
S5937,Master's,Low,No,7
S5938,Bachelor's,Low,No,1
S5939,PhD,Medium,No,5
S5940,None,High,Yes,10
S5941,High School,Low,No,5
S5942,High School,High,Yes,8
S5943,PhD,High,No,9
S5944,None,High,Yes,3
S5945,PhD,Medium,Yes,6
S5946,None,High,No,7
S5947,Master's,High,No,6
S5948,High School,Low,Yes,9
S5949,Bachelor's,High,Yes,10
S5950,Master's,Medium,No,4
S5951,Bachelor's,Medium,No,1
S5952,PhD,High,Yes,4
S5953,High School,Medium,No,10
S5954,Bachelor's,Medium,Yes,6
S5955,PhD,Medium,Yes,6
S5956,None,Medium,No,3
S5957,Master's,Low,No,2
S5958,None,High,No,8
S5959,Master's,Low,No,9
S5960,High School,Low,Yes,10
S5961,Bachelor's,Low,Yes,10
S5962,None,Medium,No,4
S5963,None,Medium,No,3
S5964,Bachelor's,Medium,Yes,10
S5965,Bachelor's,High,Yes,1
S5966,PhD,High,Yes,2
S5967,Master's,High,No,8
S5968,PhD,Medium,Yes,6
S5969,None,Medium,Yes,6
S5970,Bachelor's,Medium,No,1
S5971,High School,Low,Yes,8
S5972,None,Low,No,6
S5973,None,Medium,No,4
S5974,Master's,Low,Yes,3
S5975,PhD,Medium,No,6
S5976,Master's,Medium,Yes,3
S5977,None,Low,No,4
S5978,Bachelor's,Medium,Yes,10
S5979,High School,High,Yes,8
S5980,Master's,High,Yes,7
S5981,None,Low,Yes,7
S5982,PhD,Medium,Yes,6
S5983,Master's,Medium,No,8
S5984,None,Medium,Yes,9
S5985,PhD,Low,No,1
S5986,PhD,Medium,No,3
S5987,High School,High,No,8
S5988,Bachelor's,High,Yes,1
S5989,High School,High,Yes,9
S5990,PhD,Low,No,1
S5991,Master's,High,Yes,9
S5992,Bachelor's,High,Yes,7
S5993,PhD,Low,Yes,6
S5994,Bachelor's,Medium,No,9
S5995,Master's,Medium,No,10
S5996,None,Medium,Yes,4
S5997,None,High,Yes,5
S5998,PhD,Medium,No,10
S5999,PhD,High,Yes,2
