Student_ID,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Total_Score,Grade
S2562,93.63,82,65.43,60.03,90.59,81.974,B
S2563,55.37,86.26,92.27,53.63,67.39,71.956,C
S2564,65.23,56.81,74.64,52.38,65.62,63.047,D
S2565,90.08,64.48,91.38,80.6,93.15,84.074,B
S2566,86.26,42.24,68.72,51.81,93.66,70.906,C
S2567,88.83,54.22,69.92,86.96,69.92,69.2295,D
S2568,71.1,86.75,58.36,85.62,50.45,67.1885,D
S2569,94.69,76.36,95.82,53.98,59.33,74.1035,C
S2570,59.56,52.35,94.84,95.33,95.46,75.4185,C
S2571,49.4,55.45,99.21,76.1,94.94,72.691,C
S2572,82.52,89.01,70.12,95.22,72.67,78.0265,C
S2573,72.36,52.55,90.93,95.08,65.21,70.592,C
S2574,91.28,60.05,70.75,59.85,65.14,66.129,D
S2575,44.87,79.86,72.71,69.03,94.86,73.618,C
S2576,90.62,73.67,91.5,56.73,66.24,72.3755,C
S2577,57.6,67.65,58.87,88.75,75.58,69.327,D
S2578,79.29,93.98,61.02,75.21,86.55,81.0975,B
S2579,42.41,53.18,65.74,96.44,60.47,60.7425,D
S2580,76.57,84.49,89.41,60.41,62.69,72.4775,C
S2581,83.04,49.54,68.63,84.42,67.9,68.4525,D
S2582,62.13,76.94,67.91,99.46,82.71,75.76,C
S2583,52.92,92.24,99.94,83.27,90.87,84.147,B
S2584,72.26,67.47,69.19,53.44,77.34,71.376,C
S2585,89.99,83.46,62.39,79.42,56.65,73.554,C
S2586,59.41,89.22,81.16,58.99,72.31,74.2925,C
S2587,55.15,48.16,90.09,51.53,56.38,60.618,D
S2588,56.74,82.35,53.48,66.75,54.41,62.8285,D
S2589,96.95,95.19,80.94,63.31,79.48,82.191,B
S2590,61.56,74.58,51.79,89.44,97.81,75.5095,C
S2591,40.22,51.17,76.32,68.68,91.88,67.5005,D
S2592,86.9,47.62,62.85,86.65,88.72,72.6735,C
S2593,81.96,55.58,65.33,50.81,86.35,69.1745,D
S2594,47.71,46.21,73.35,50.74,94.86,67.6635,D
S2595,99.09,70.8,96.36,51.47,87.64,80.5915,B
S2596,76.48,44.18,85.53,60.97,81.34,67.2105,D
S2597,70.05,53.4,96.84,68.7,68.23,65.7625,D
S2598,62.93,66.39,83,80.39,55.05,67.896,D
S2599,93.92,68.43,50.36,99.3,73.05,74.7145,C
S2600,54.64,73.92,63.28,67.72,96.24,74.892,C
S2601,57.15,82.34,95.29,52.78,79.16,76.632,C
S2602,47.34,42.83,82.17,59.75,59.23,57.928,F
S2603,85.55,44.84,99.08,94.89,82.45,77.7885,C
S2604,75.73,43.65,57.8,84.97,73.27,63.35,D
S2605,76.54,65.39,64.84,89.51,96.57,78.2515,C
S2606,53.11,42.51,68.12,56.21,58.05,52.343,F
S2607,79.07,84.76,66.33,56.75,85.6,79.18,C
S2608,85.93,53.38,62.6,55.61,84.08,71.3345,C
S2609,61.47,96.35,72.17,92.86,99.18,87.1185,B
S2610,88.08,69.18,82.11,60.5,78.25,74.6185,C
S2611,60.93,66.78,65.56,82.16,93.58,74.4435,C
S2612,85.49,86.83,53.98,75.81,51.24,67.756,D
S2613,42.02,82.79,85.43,77.22,56.14,65.844,D
S2614,73.07,76.44,72.95,59.77,67.3,69.82,D
S2615,98.17,96.11,77.82,81.76,80.97,83.158,B
S2616,98.87,65.34,72.77,52.16,72.45,73.992,C
S2617,56.91,88.51,94.52,99.67,60.13,74.968,C
S2618,66.48,62.81,77.94,51.34,79.46,70.9725,C
S2619,43.78,90.3,96.16,52.51,78.33,75.936,C
S2620,92.4,55.57,75.53,66.23,76.22,70.021,C
S2621,74.11,57.36,64.63,91.58,54.53,61.778,D
S2622,63.11,80.67,67.77,62.86,96.35,79.9705,C
S2623,46.77,52.76,76.11,73.6,79.61,66.725,D
S2624,96.81,53.75,76.5,50.9,63.2,64.734,D
S2625,71.81,58.32,84.37,53.94,84.37,69.047,D
S2626,56.98,80.74,61.22,80.4,65.9,69.21,D
S2627,61.01,93.36,82.94,59.72,75.29,75.0065,C
S2628,56.24,80.47,88.93,84.71,67.06,71.587,C
S2629,76.11,89.67,83.83,89.27,94.02,87.2165,B
S2630,95.8,72.61,74.09,92.52,99.7,86.193,B
S2631,91.4,44.14,99.58,56.69,58.06,65.174,D
S2632,67.62,46.03,70.24,72.78,51.18,59.5335,F
S2633,89.59,73.26,55.33,97.35,60.97,71.479,C
S2634,65.39,59.67,91.08,88.6,79.5,75.563,C
S2635,55.14,53.23,60.61,55.85,58.7,54.82,F
S2636,99,67.98,85.66,75.13,90.57,80.863,B
S2637,58.23,79.99,58.95,96.12,70.43,68.8405,D
S2638,59.42,63.1,50.84,72,80.53,65.198,D
S2639,99.38,88.15,57.99,91.87,72.78,81.524,B
S2640,48.04,84.31,68.85,74.79,95.17,79.456,C
S2641,85.63,84.09,55.33,55.34,51.76,67.0285,D
S2642,96.15,99.11,59.88,57.39,86.47,82.467,B
S2643,70.71,57.71,88.23,52.33,82.61,72.1895,C
S2644,40.15,78.68,88.49,59.77,82.48,72.452,C
S2645,62.5,91.33,90.87,94.68,70.7,76.536,C
S2646,46.69,74.77,92.06,82.51,50.78,65.5,D
S2647,64.97,87.37,71.02,86.94,84.46,79.268,C
S2648,87.4,64.87,93.38,81.08,91.47,80.2135,B
S2649,66.32,75.43,76.3,69.33,54.26,64.4765,D
S2650,65.92,43.34,73.53,60.84,72.08,60.8305,D
S2651,73.41,99.15,85.93,96.28,58.13,78.8755,C
S2652,74.9,88,60.69,75.74,80.55,74.8075,C
S2653,91.38,92.13,89.47,74.05,89.28,87.949,B
S2654,58.5,81.66,71.47,99.81,83.34,77.0085,C
S2655,89.3,51.16,56.36,69.2,65.9,63.094,D
S2656,73.96,41.86,55.97,92.71,56.99,60.3575,D
S2657,58.03,91.88,58.25,93.12,89.71,79.167,C
S2658,57.71,63.78,94.53,61.63,66.2,66.694,D
S2659,61.67,55.83,99.55,54.74,51.11,63.3375,D
S2660,77.36,73.7,67.85,98.78,78.57,75.4955,C
S2661,53.85,65.25,64.61,71.29,62.33,64.2045,D
S2662,95.22,79.1,60.94,50.11,92.06,78.348,C
S2663,74.49,69.03,91.19,74.95,57.16,67.7925,D
S2664,95.2,81.83,60.46,80.97,71.74,76.4905,C
S2665,42.78,91.21,96.2,88.8,62.66,72.7525,C
S2666,60.56,51.73,83.37,97.15,84.48,70.316,C
S2667,41.37,59.77,94.86,95.76,77.43,68.617,D
S2668,56.34,66.21,77.7,97.01,89.55,74.4345,C
S2669,91.72,97.72,84.53,51.61,72.93,81.5925,B
S2670,42.2,61.92,80.97,85.59,50.24,61.7765,D
S2671,66.17,62.87,91.56,61.29,60.76,68.044,D
S2672,47.05,79.21,91.79,59.38,99.96,77.9045,C
S2673,65.01,65.15,79.49,90.02,70.27,71.3505,C
S2674,90.33,97.07,81.63,70.86,81.01,82.6005,B
S2675,77.38,93.67,96.09,95.83,95.25,90.711,A
S2676,84.21,70.8,96.49,52.12,51.03,69.761,D
S2677,60.95,78.69,83.21,90.11,82.98,75.4065,C
S2678,96.66,43.48,50.39,56.84,64.42,62.8625,D
S2679,82.56,81.74,55.22,58.83,63.96,70.308,C
S2680,65.31,82.43,92.9,73.87,61.24,73.908,C
S2681,65.59,61.55,54.24,69.78,91.14,71.137,C
S2682,95.12,53.18,60.68,74.31,68.65,68.541,D
S2683,74.58,94.9,61.53,97,53.36,74.8245,C
S2684,82.38,65.6,80.01,82.87,54.84,69.3475,D
S2685,65.02,79.22,78.83,64.52,57.43,66.8235,D
S2686,53.42,42,64.47,58.65,94.95,65.6035,D
S2687,83.41,64.84,60.38,71,71.37,67.9745,D
S2688,76.47,89.04,88.23,72.58,95.8,87.813,B
S2689,70.08,63.25,96.77,80.06,90.87,80.607,B
S2690,77.44,76.19,52.64,63.3,91.89,75.2965,C
S2691,52.5,52.59,56.66,88.38,64.34,61.5665,D
S2692,87.64,64.99,82.11,54.92,63.57,70.823,C
S2693,96.89,95.66,90.22,78.02,78,84.4035,B
S2694,93.47,73.99,89.56,81.18,70.9,78.235,C
S2695,59.29,94.12,85.98,60.34,75.45,76.3995,C
S2696,64.36,94.12,94.37,91.3,52.66,76.1275,C
S2697,88.5,96.65,60.87,80.77,98.58,86.114,B
S2698,75.71,93.72,55.36,82.29,52.91,70.7375,C
S2699,72.87,40.2,80.77,74.89,58.94,60.282,D
S2700,95.6,96.04,91.11,95.48,83.91,87.2925,B
S2701,72.16,48.25,79.1,84.7,57.78,61.0905,D
S2702,70.9,42.4,98.15,69.09,55.34,60.0635,D
S2703,42.52,43.32,89.78,61.93,57.68,54.337,F
S2704,44.17,60.93,85.04,53.55,53.1,58.564,F
S2705,40.45,77.25,53.01,58.27,62.57,61.2895,D
S2706,94.79,64.14,55.39,99.63,63.56,68.228,D
S2707,64.5,41.53,89.24,70.34,74.93,66.0165,D
S2708,68.11,68.59,59.91,94.93,71.94,70.4155,C
S2709,90.72,66.53,51.44,58.53,73.69,66.6515,D
S2710,76.55,85.41,95.54,71.27,80.8,80.553,B
S2711,76.57,56.78,94.54,98.03,61.55,71.9045,C
S2712,57.79,53.05,60.92,54.56,56.74,53.632,F
S2713,90.03,55.36,89.01,79.7,93.94,77.583,C
S2714,49.95,58.22,52.4,95.96,81.7,68.9935,D
S2715,43.19,75.95,64.25,97.48,53.03,64.4305,D
S2716,51.5,68.29,81.18,92.3,98.05,77.9395,C
S2717,56.06,60.21,88.16,92.8,84.65,74.5105,C
S2718,56.94,62.46,50.52,82.61,57.59,61.502,D
S2719,80.23,62.26,66.31,61.02,98.46,77.396,C
S2720,53.07,98.34,60.72,86.53,68.27,72.4125,C
S2721,80.6,53.98,99.94,98.92,99.23,82.692,B
S2722,45.47,89.08,83.55,76.3,55.16,68.991,D
S2723,48.83,82.49,70.28,63.03,58,62.552,D
S2724,70.53,40.33,53.78,78.67,82.87,66.187,D
S2725,95.31,99.59,79.93,84.53,51.11,77.1345,C
S2726,91.57,85.39,82.09,60.41,50.93,70.5715,C
S2727,98.13,80.95,90.82,85.96,89.6,88.591,B
S2728,79.03,64.32,64.43,79.37,58.39,63.643,D
S2729,80.55,73.31,99.07,80.62,95.94,82.3095,B
S2730,77.5,55.2,71.97,65.3,71.29,67.5625,D
S2731,77.37,42.13,64.8,57.76,93.68,67.663,D
S2732,48.83,90.16,67.42,81.17,70.89,73.1815,C
S2733,72.62,93.79,75.98,79.31,76.51,76.9665,C
S2734,63.16,49.75,96.84,66.9,65.83,64.7965,D
S2735,66.55,87.22,86.76,64.79,82.9,77.3255,C
S2736,71.42,84.47,78.86,67.36,65.91,73.8685,C
S2737,47.7,50.7,58.14,74.49,61.16,55.483,F
S2738,61.57,65.31,57.47,98.74,54.05,62.5625,D
S2739,43.81,65.37,75.11,88.18,52.88,62.9575,D
S2740,98.78,85.6,86.44,92.59,65.3,82.607,B
S2741,47.11,90.26,87.55,75.28,86.82,79.953,C
S2742,55.51,45.69,61.3,76.31,60.28,56.804,F
S2743,93.48,73.78,55,60.22,64.96,69.087,D
S2744,68.96,85.7,69.22,86.05,95.26,82.785,B
S2745,48.14,87.17,95.91,71.08,81.96,79.471,C
S2746,63.05,48.88,77.27,87.12,95.99,75.222,C
S2747,46.95,71.53,66,70.45,95.56,75.193,C
S2748,52.01,91.45,66.18,55.43,53.17,66.14,D
S2749,43.12,59.11,56.6,58.65,97.75,65.6605,D
S2750,66.29,65.51,73.66,90.58,52.56,65.936,D
S2751,88.4,88.26,89.57,62.93,96.28,88.0125,B
S2752,75.16,45.36,98.43,63.22,77.34,71.2925,C
S2753,76.38,91.57,75.08,96.47,76.66,82.8815,B
S2754,52.04,58.67,58.36,82.88,85.66,67.7585,D
S2755,60.63,40.09,84.15,55.72,93.96,68.7745,D
S2756,90.71,54.05,87.84,57.18,80.85,70.318,C
S2757,45.27,45.37,53.58,63.62,71.27,56.778,F
S2758,91.48,45.54,92.51,79.7,55.59,65.9955,D
S2759,69.02,81.57,91.47,87.64,89.46,84.878,B
S2760,90.23,52.84,73.63,63.72,56.41,65.594,D
S2761,59.08,96.08,78.02,93.53,86.32,83.824,B
S2762,60.33,70.99,85.67,55.46,76.4,68.3985,D
S2763,85.1,67.61,83.84,60.38,69.29,71.0785,C
S2764,87.1,66.06,50.83,98.52,80.65,74.7315,C
S2765,53.78,81.56,56.12,56.74,88.62,69.285,D
S2766,98.37,67.14,58.13,94.41,97.06,79.999,C
S2767,45.07,47.72,87.78,85.2,63.23,63.7865,D
S2768,44.11,92.81,72,53.65,97.36,75.842,C
S2769,75.73,65.7,77.28,74.19,98.05,76.4655,C
S2770,83.36,44.44,88.63,75.95,90.68,74.6125,C
S2771,97.65,71.76,67.05,96.61,94.07,85.257,B
S2772,64.3,78.84,87.44,71.06,84.62,79.138,C
S2773,41.52,56.53,72.11,72.34,51.95,58.871,F
S2774,76.17,88.02,68.86,55.62,78.75,76.7165,C
S2775,57.38,80.19,66.65,81.96,87.36,75.241,C
S2776,65.98,79.02,98.25,60.54,97.09,84.3055,B
S2777,69.31,65.25,88.6,53.88,78.52,71.078,C
S2778,43.87,97.71,51.01,99.85,89.71,77.3075,C
S2779,69.16,56.45,97.87,63.48,85.25,73.33,C
S2780,65.58,74.66,88.77,57.05,64.04,70.8045,C
S2781,82.75,58.54,57.46,84.97,57.74,66.0755,D
S2782,78.74,84.69,53.82,91.08,87.55,78.2195,C
S2783,51.11,42.87,65.41,53.2,61.69,54.3325,F
S2784,52.37,42.75,81.21,55.27,62.23,59.4105,F
S2785,55.06,88.65,80.83,54.51,82.2,72.892,C
S2786,50.74,66.06,63.79,52.35,89.45,69.6845,D
S2787,79.43,60.47,72.28,82.97,79.12,72.177,C
S2788,99.67,76.45,60.59,79.42,94.25,81.2535,B
S2789,79.13,82.11,52.53,83.14,60.57,68.9965,D
S2790,76.4,52.07,75.85,75.28,62.62,64.264,D
S2791,64.6,51.13,67.35,90.88,81.85,70.003,C
S2792,58.75,97.49,77.14,77.33,91.47,84.57,B
S2793,94.66,75.38,97.33,95.94,76.97,82.7835,B
S2794,98.14,63.41,57.17,74.28,50.52,65.898,D
S2795,69.81,88.09,50.1,89.53,83.85,77.777,C
S2796,57.41,71.51,53.84,70.37,90.68,70.461,C
S2797,86.21,54.5,73.14,71.76,63.83,66.7875,D
S2798,47.95,52.4,85.35,92.45,52.71,61.488,D
S2799,85.94,63.81,79.04,55.38,75.9,69.1225,D
S2800,89.14,91.59,74.74,78.25,52.11,72.9175,C
S2801,47.49,43.69,67.7,86.32,70.8,63.038,D
S2802,98.61,53.11,65.5,87.52,50.89,65.098,D
S2803,99.13,93.59,68.81,79.57,61.25,76.5905,C
S2804,96.2,47.3,80.58,72.4,69.44,67.664,D
S2805,69.76,77.78,58.39,63.04,55.59,62.6935,D
S2806,54.76,52.81,88.57,95.47,55.71,62.972,D
S2807,74.92,76.35,78.76,68.49,91.35,77.3585,C
S2808,65.2,62.99,63.46,89.95,52.07,60.3375,D
S2809,52.36,46.1,75.06,51.58,84.45,62.951,D
S2810,65.42,74.95,98.14,61.61,90.72,79.6835,C
S2811,79.83,80.98,51.02,67.28,56.54,64.2925,D
S2812,44.25,80.82,59.98,83.58,59.77,62.3485,D
S2813,60.01,78.22,72.42,65.97,82.07,70.8125,C
S2814,41.07,70.01,81.92,52.07,65.78,62.227,D
S2815,84.97,71.17,60.61,58.69,73.82,68.5945,D
S2816,78.44,78.14,96.57,62.96,91.8,82.3175,B
S2817,43.76,81.42,82.13,58.8,56.9,64.4685,D
S2818,97.88,79.29,93.87,60.19,80.98,80.523,B
S2819,41.36,75.22,66.47,88.45,97.12,77.1305,C
S2820,75.4,49.35,91.45,70.6,52.87,62.811,D
S2821,86.58,52.64,68.91,70.26,53,59.8695,F
S2822,87.27,55.61,62.64,98.33,77.74,71.024,C
S2823,42.06,95.18,95.58,72.34,98,85.94,B
S2824,94.38,85.56,54.61,96.38,61.02,76.5675,C
S2825,95.11,73.17,97.14,64.95,66.54,74.862,C
S2826,73.68,55.12,72.93,70.03,54.93,60.0885,D
S2827,68.92,46.65,99.63,69.81,68.11,66.839,D
S2828,42.69,93.93,76.98,77.3,52.22,67.234,D
S2829,73.72,93.56,87.87,79.21,69.45,78.4345,C
S2830,64.56,46.64,50.35,62.41,77.77,61.1135,D
S2831,86.37,87.83,74.83,89.68,98.75,85.8905,B
S2832,64.23,66.8,86.87,74.83,90.92,74.699,C
S2833,81.01,59.44,89.14,50.35,91.1,75.5975,C
S2834,46.08,84.35,57.9,79.57,61.41,67.7295,D
S2835,47.98,76.86,70.95,89.9,54.36,63.0425,D
S2836,48.38,86.8,70.95,62.52,80.15,73.4215,C
S2837,42.73,44.46,55.18,51.89,76.06,55.9985,F
S2838,72.48,59.12,72.15,90.36,75.83,69.7295,D
S2839,87.64,59.16,90.35,98.81,55.45,72.2695,C
S2840,76.62,59.79,65.01,53.83,74.69,66.262,D
S2841,74.5,70.15,71.63,96.9,57.52,69.318,D
S2842,80.84,56.98,98.05,67.96,71.11,71.4225,C
S2843,60.38,66.66,51.59,97.07,53.11,59.5055,F
S2844,61.72,62.07,79.58,82.44,92.84,75.7835,C
S2845,58.86,84.12,87.17,94.51,50.66,69.6785,D
S2846,82.73,76.21,88.04,89.29,96.97,83.123,B
S2847,49.7,79.22,85.8,51.4,93.14,76.192,C
S2848,40.78,52.64,86.32,53.27,87.63,63.891,D
S2849,75.77,59.53,52.95,76.29,99.13,72.6035,C
S2850,96.54,41.27,76.71,56.48,52.69,61.665,D
S2851,76.56,46.5,89.15,73.05,82.08,68.6005,D
S2852,86.98,55.9,54.7,97.73,92.47,75.976,C
S2853,80.37,43.93,50.6,64.74,56.33,58.751,F
S2854,69.85,76.16,90.73,74.45,79.24,75.199,C
S2855,83.1,99.89,85.61,69.21,69.7,80.195,B
S2856,89.45,46.05,70.61,81.49,71.79,68.0825,D
S2857,53.48,89.27,97.02,59.69,95.63,81.8005,B
S2858,60.17,47.13,88.33,63,76.93,66.5365,D
S2859,53.42,80.19,98.39,92.94,54.66,70.531,C
S2860,67.13,78.59,96.47,90.57,96.86,83.0475,B
S2861,93.1,94.16,74.06,89.46,59.26,75.783,C
S2862,60.71,46.84,87.74,88.55,94.63,74.9415,C
S2863,62.47,58.93,83.46,72.97,98.55,74.679,C
S2864,91.62,45.45,90.57,86.44,93.89,79.737,C
S2865,70.92,64.44,89.38,69.36,83.86,75.964,C
S2866,72.13,94.7,57.66,55.04,87.18,75.0465,C
S2867,91.65,86.89,61.69,69.67,84.99,78.1925,C
S2868,69.43,83.37,63.29,57.93,73.03,69.9125,D
S2869,80.89,71.98,90.92,69.54,63.72,72.8065,C
S2870,45.14,93.01,90.54,64.87,64.25,73.4165,C
S2871,50.72,66.97,74.77,79.96,86.56,69.83,D
S2872,64.26,48.98,79.04,68.08,81.3,66.188,D
S2873,69.69,90.26,91.35,85.28,79.24,80.901,B
S2874,97.94,56.78,65.63,75.61,82.63,71.9955,C
S2875,98.24,43.22,52.51,95.97,88.74,72.3615,C
S2876,91.07,47.56,74.13,54.55,87.42,70.741,C
S2877,58.94,76.54,95.69,84.39,55.27,68.9295,D
S2878,97.84,76.42,89.52,83.62,68.15,78.601,C
S2879,81.36,55.61,68.33,97.53,63.2,66.849,D
S2880,63.58,83.63,53.24,68.58,76.91,70.0765,C
S2881,82.1,86.42,81.85,65.27,53.07,69.9705,D
S2882,40.99,95.23,91.72,58.62,88.12,78.712,C
S2883,48.77,75.1,83.25,63.26,55.33,63.723,D
S2884,89.78,86.77,71.25,75.09,63.57,73.407,C
S2885,78.73,85.19,56.17,91.89,89.14,77.5285,C
S2886,61.85,55.47,95.54,64.21,52.58,60.426,D
S2887,70.04,58.61,63.8,57.89,83.01,65.6355,D
S2888,94.31,68.71,61.21,63.61,96.22,77.8925,C
S2889,77.89,41.14,90.8,55.05,80.88,66.4825,D
S2890,63.89,57.84,99.06,96.33,85.63,76.3245,C
S2891,47.22,68.43,83.01,93.63,89.61,74.533,C
S2892,57.62,46.48,81.24,65.42,61.11,60.014,D
S2893,98.7,47.58,65.97,62.35,79.05,70.1655,C
S2894,66.24,67.79,51.02,95.27,65.45,66.0935,D
S2895,68.31,83.86,59.59,50.09,62.47,64.21,D
S2896,69.92,90.02,79.22,80.03,59.62,70.855,C
S2897,93.05,72.78,57.57,95.8,79.27,75.214,C
S2898,76.24,68.48,94.19,75.43,89.73,79.2715,C
S2899,81.62,63.06,59.41,50.15,93.79,70.2965,C
S2900,63.36,51.58,76.11,60.94,71.43,62.9785,D
S2901,41.75,48.79,75.6,96.12,68.64,64.439,D
S2902,95.86,87.51,80.2,50.85,84.37,79.1325,C
S2903,96.95,67.9,66.37,69.74,89.02,79.898,C
S2904,96.95,87.42,93.68,89.49,62.67,82.4845,B
S2905,96.62,82.24,72.22,91.9,64.86,78.694,C
S2906,88.91,51.63,85.01,73.88,76.67,73.7045,C
S2907,81.08,70.62,81.8,61.62,72.22,70.315,C
S2908,90.67,66.64,55.86,79.99,85.29,72.9805,C
S2909,76.03,65.43,81.13,63.19,75.22,69.4865,D
S2910,48.06,72.55,77.54,62.76,55.58,60.4825,D
S2911,63.47,98.92,94.93,90.38,58.3,76.658,C
S2912,98.28,88.77,94.04,57.71,95.1,89.4915,B
S2913,61.07,94.22,57.55,50.28,61.37,66.047,D
S2914,92.07,41.78,54.08,66.84,52.5,56.0215,F
S2915,45.59,48.42,64.73,74.55,86.57,65.459,D
S2916,60.05,45.09,99.33,85.25,84.2,69.4495,D
S2917,61.06,55.79,51.08,89.06,80,65.4745,D
S2918,43.1,66.51,83.64,83.18,75.11,67.9645,D
S2919,47.15,78.52,80.43,81.33,98.48,80.679,B
S2920,51.59,70.05,82.33,83.29,55.99,65.3015,D
S2921,90.27,94.19,60.91,63.58,75.51,78.4655,C
S2922,43.8,96.39,61.34,69.12,78.2,70.8855,C
S2923,57.92,49.81,71.53,80.82,51.12,59.933,F
S2924,40.61,91.17,54.79,53.28,70.6,65.2205,D
S2925,81.74,68.9,53.73,64.77,89.14,74.2995,C
S2926,77.22,67.2,54.42,70.32,73.55,70.418,C
S2927,78.7,87.1,78.65,76.67,93.76,83.7175,B
S2928,62.46,45.59,69.89,74.32,82.24,65.894,D
S2929,52.5,92.95,64.68,85.91,88.3,76.4805,C
S2930,83.22,80.25,65.79,73.67,90.22,78.797,C
S2931,88.67,92.52,60.36,95.21,84.48,84.6095,B
S2932,48.32,99.67,70.58,69.02,87.47,76.5705,C
S2933,69.21,71.08,60.15,76.27,84.77,74.822,C
S2934,54.92,45.6,84.9,50.16,77.52,63.98,D
S2935,50.09,49.99,56.2,65.52,78.33,60.597,D
S2936,84.06,59.42,97.41,93.33,59.49,71.9855,C
S2937,72.29,46.21,54.49,66.68,91.37,65.3985,D
S2938,52.97,88.92,97.17,62.66,65.61,71.785,C
S2939,58.6,57.81,91.66,77.18,76.79,69.1765,D
S2940,98,98.55,84.04,53.94,62.48,78.0065,C
S2941,90.92,82.16,95.62,76.58,84.79,86.196,B
S2942,92.8,50.41,56.96,65.18,98.76,73.0525,C
S2943,67.6,68.56,58.82,69.16,90.1,72.669,C
S2944,77.43,68.01,62.61,89.57,80.95,72.0605,C
S2945,62.61,69.55,62.24,83.1,78.38,71.619,C
S2946,44.66,72.14,65.54,72.31,74.49,66.943,D
S2947,64.06,41.87,78.78,78.88,60.25,60.0565,D
S2948,75.64,81.18,51.41,88.34,67.4,73.1415,C
S2949,57.23,69.23,69.11,87.29,70.32,70.5385,C
S2950,90.88,87.46,62.32,59.27,97.23,83.241,B
S2951,49.07,88.92,80.33,65.05,71.28,74.139,C
S2952,62.03,53.83,99.26,67.41,79.31,71.01,C
S2953,47.49,42.91,75.88,59.38,96.12,68.142,D
S2954,64.29,82.19,71.28,50.61,75.92,70.765,C
S2955,42.38,98.67,68.41,58.7,62.57,66.362,D
S2956,56.35,66.8,89.25,90.41,69.05,73.266,C
S2957,64.04,55.58,53.6,77.3,68.78,60.735,D
S2958,68.69,49.4,97.99,67.08,85.74,71.042,C
S2959,72.62,57.25,70.9,80.42,64.81,64.1405,D
S2960,56.5,59.68,65.69,86.99,86.51,69.5855,D
S2961,71.38,65.43,98.7,67.72,94.46,78.4245,C
S2962,70.54,79.32,96.79,73.3,66.8,75.3045,C
S2963,58.97,56.39,82.1,53.21,56.77,62.59,D
S2964,89.81,43.06,50.93,79.85,81.93,64.705,D
S2965,72.74,62.4,87.43,67.82,68.04,70.7095,C
S2966,59.94,91.34,66.78,71.68,76.7,72.661,C
S2967,96.84,69.9,69.41,71.13,81.71,74.1385,C
S2968,90.71,97.89,57.94,81.62,70.39,79.244,C
S2969,98.96,70.22,76.17,78.62,96.23,84.9205,B
S2970,81.53,56.55,87.23,71.11,69.98,68.4365,D
S2971,62.69,51.6,63.65,50.85,65.37,58.257,F
S2972,56.85,81.67,96.94,81.05,94.28,80.72,B
S2973,79.8,72.18,59.74,93.98,56.82,69.955,D
S2974,98.85,76.24,53.31,88.48,56.21,68.945,D
S2975,77.6,85.31,82.22,99.08,96.78,86.4675,B
S2976,92.9,83.55,92.47,56.95,60.45,76.998,C
S2977,59.75,42.6,97.66,61.13,57.42,60.3655,D
S2978,64.42,88.15,88.36,76.96,76.76,80.3435,B
S2979,94.38,71.96,59.98,61.79,52.34,67.655,D
S2980,85.41,63.5,98.88,51.73,81,75.3015,C
S2981,98.88,72.25,95.97,70.11,72.65,79.006,C
S2982,86.49,76.75,58.16,64.38,82.02,73.079,C
S2983,66.91,48.97,77.94,63.19,64.2,64.504,D
S2984,71.86,65.04,77.78,97.66,95.27,78.443,C
S2985,94.03,60.14,72.13,61.92,63.53,69.125,D
S2986,73.1,61.02,99.21,56.47,81.88,72.8775,C
S2987,55.32,45.48,52.98,56.27,97.25,63.982,D
S2988,66.14,49.59,81.36,90.32,70.04,65.0865,D
S2989,70.98,49.71,60.27,85.74,58.07,60.91,D
S2990,45.8,62.39,76.37,56.47,53.42,56.821,F
S2991,84.63,93.67,88.99,60.99,98.15,85.7445,B
S2992,46.56,52.36,62.34,87.37,88.19,65.754,D
S2993,64.3,64.97,69.67,63.73,95.95,72.751,C
S2994,88.28,58.7,97.54,99.08,84.94,80.458,B
S2995,68.05,87.24,88.07,77.03,67.12,74.997,C
S2996,90.52,43.01,78.64,59.6,56.15,59.3065,F
S2997,60.51,51.79,61.1,92.94,96.47,72.104,C
S2998,97.46,52.64,71.27,65.97,74.48,71.3505,C
S2999,52.57,99.58,88.7,64.44,69.83,76.3485,C
S3000,42.3,74.25,91.03,66.37,78.89,73.741,C
S3001,92.35,48.34,62.23,88.41,55.33,61.207,D
S3002,85.13,56.33,83.1,58.66,65.46,68.926,D
S3003,53.92,50.07,54.75,69.09,81.89,62.824,D
S3004,99.08,47.48,51.16,51.54,55.01,58.673,F
S3005,70.14,87.83,77.43,91.33,56.76,72.849,C
S3006,97.06,69.75,61.22,67.04,75.53,72.1675,C
S3007,70.3,77.87,53.95,62.41,81.17,70.322,C
S3008,68.31,59.88,86.49,78.99,59.35,67.054,D
S3009,66.95,73.22,74.9,85.25,51.65,63.8275,D
S3010,60.09,55.45,89.81,90.64,97.92,77.7325,C
S3011,72.02,58.48,83.2,67.39,51.37,63.678,D
S3012,67.15,79.13,86.49,90.62,50.1,68.7005,D
S3013,42.2,49.02,65.37,73.24,66.17,56.6505,F
S3014,55.63,77.03,63.16,55.06,61.12,61.983,D
S3015,52.79,91.13,80.04,92.32,78.68,75.953,C
S3016,92.05,47.23,60,77.38,94.71,71.216,C
S3017,75.93,93.85,90.77,80.12,74.06,79.5325,C
S3018,85.82,44.77,76.15,96.87,88.67,71.871,C
S3019,97.41,60.93,61.35,77.96,95.46,76.8105,C
