Student_ID,Attendance (%),Study_Hours_per_Week,Sleep_Hours_per_Night,Extracurricular_Activities
S4749,69.42,17.7,8.8,No
S4750,67.13,14.1,8.4,No
S4751,51.09,6,8.5,No
S4752,68,15,5.9,No
S4753,94.47,25.4,6.5,Yes
S4754,84.52,7.9,4.8,No
S4755,57.27,5.5,6,Yes
S4756,79.56,8,4.6,No
S4757,94.61,22.2,8.3,Yes
S4758,85,24.9,6.9,No
S4759,57.43,6.2,4.7,No
S4760,93.39,27.2,8.4,Yes
S4761,65.08,20.7,4.4,No
S4762,72.7,18,8.6,No
S4763,76.31,11.3,4.5,Yes
S4764,92.53,14.3,7.6,Yes
S4765,96.58,28.7,7.2,Yes
S4766,96.48,27.8,7.9,No
S4767,50.4,20.6,6.8,Yes
S4768,96.09,19.5,5.7,No
S4769,52.72,10.3,5.4,No
S4770,63.29,28.8,8.7,Yes
S4771,75.75,23.9,6.2,Yes
S4772,74,14.6,8.2,No
S4773,80.24,25.4,7.6,Yes
S4774,73.97,10.3,7.3,No
S4775,96.72,10.3,8.9,No
S4776,62.03,24.8,6.8,No
S4777,63.7,19,7.7,No
S4778,96.04,18.9,8.2,Yes
S4779,53.84,19.3,4.2,Yes
S4780,80.48,8.1,9,Yes
S4781,84.09,13.7,5.3,No
S4782,75.28,19.3,7.5,No
S4783,84.71,11.2,8.8,No
S4784,58.64,17.6,7.8,No
S4785,92.63,18.9,5.1,Yes
S4786,57,28.6,5.8,No
S4787,70.04,11.1,6.1,Yes
S4788,53.76,16,6.9,No
S4789,77.26,29.5,7,Yes
S4790,83.49,9.7,7.9,No
S4791,97.06,24.5,8.3,Yes
S4792,86.97,9.4,4.4,Yes
S4793,77.06,26.3,5.4,No
S4794,96.63,17.2,5.7,No
S4795,73.92,29.3,4.1,No
S4796,78.06,9.3,6.1,No
S4797,79.8,22.2,5.8,Yes
S4798,70.5,22.4,6.6,Yes
S4799,91.92,23,4.5,Yes
S4800,59.26,7.5,6.1,Yes
S4801,77.74,12.2,7,No
S4802,86.11,13.5,8,Yes
S4803,95.2,13.1,7.8,No
S4804,94.2,21.9,6,No
S4805,75.44,6.4,5.9,No
S4806,82.16,23.3,4.2,Yes
S4807,69.71,18.2,4.4,Yes
S4808,73.41,9.3,8.4,Yes
S4809,95.31,10.7,8,Yes
S4810,96.54,7.4,4.1,No
S4811,94.77,16.5,8.4,No
S4812,56.92,19.9,7.1,Yes
S4813,92.5,19.5,8,Yes
S4814,97.42,29.1,6.5,No
S4815,68.06,12.4,4.8,No
S4816,75.93,24.1,5.8,No
S4817,88.95,23.1,6.3,Yes
S4818,78.1,6.5,7.8,Yes
S4819,99.67,28.3,8.1,No
S4820,72.79,28.3,7.7,No
S4821,85.7,14.9,6.4,Yes
S4822,89.63,15.4,7.3,Yes
S4823,74.71,25.5,5.5,Yes
S4824,92.85,17.4,8.9,Yes
S4825,77.31,25,4.8,No
S4826,70.58,5.9,7.6,Yes
S4827,55.39,11.3,4.8,Yes
S4828,69.67,7.3,5.4,No
S4829,86.7,16.4,7.7,Yes
S4830,96.06,26.4,7.6,Yes
S4831,62.58,19.2,4.6,No
S4832,67.76,18,7.4,No
S4833,57.7,14.2,5,Yes
S4834,84.54,6.6,8.9,Yes
S4835,98.01,24.2,7,Yes
S4836,82.05,19.3,4,Yes
S4837,80.85,28.3,5,Yes
S4838,77.67,15.8,5.1,Yes
S4839,54.42,15,5.2,No
S4840,86.48,29.4,6.8,Yes
S4841,80.1,8.5,5,Yes
S4842,83.07,11.3,6.1,Yes
S4843,94.94,17.2,4.9,No
S4844,89.2,18.1,7.3,Yes
S4845,89.05,18.7,6.8,Yes
S4846,96.36,10.3,7.1,Yes
S4847,99.5,28.2,8.8,Yes
S4848,79.06,22.6,6,Yes
S4849,55.44,11.5,5.1,No
S4850,72.96,12.4,9,Yes
S4851,89.38,27,4.3,Yes
S4852,51.39,14.5,8.1,Yes
S4853,52.84,18.9,4.8,No
S4854,53.36,8,7.3,No
S4855,86.55,11.3,6.4,No
S4856,75.06,15.4,8.2,Yes
S4857,68.44,21.4,7.7,Yes
S4858,55.28,12,4.9,No
S4859,86.61,28.8,7.3,No
S4860,66.05,10.5,5.1,Yes
S4861,63.27,24.5,4.8,No
S4862,82.62,14.1,4.4,Yes
S4863,77.95,25.8,4.6,Yes
S4864,68.12,28.1,7.5,Yes
S4865,82.07,9.7,9,Yes
S4866,63.56,17.3,7.4,Yes
S4867,89.74,8.9,7.5,Yes
S4868,61.47,22.6,7.9,No
S4869,57.94,25.8,8.4,No
S4870,89.12,14.7,5.3,No
S4871,85.39,14.9,7,Yes
S4872,59.13,10.1,5.1,No
S4873,55.81,12.7,6.6,No
S4874,91.92,13.1,5,Yes
S4875,88.83,8.9,4.3,No
S4876,66.36,12.7,4.4,No
S4877,82.91,27.7,8.9,Yes
S4878,56.21,13.1,4,Yes
S4879,75.35,11.9,7.5,No
S4880,50.94,14.6,8.4,Yes
S4881,69.58,29,6,Yes
S4882,53.74,24.1,7.5,No
S4883,73.76,10,5.7,Yes
S4884,71.08,23.8,6.6,Yes
S4885,72.22,24.2,8.7,No
S4886,52.27,28.8,4.2,No
S4887,68.08,27.3,5.3,No
S4888,87.82,7.4,4.5,Yes
S4889,68.45,16.4,6.5,Yes
S4890,85.76,22.6,7.9,No
S4891,68.47,29.3,8.9,No
S4892,71.16,7.1,4.8,No
S4893,78.19,14.2,4.2,Yes
S4894,97.53,17.3,4.7,No
S4895,55.44,15.3,8.8,No
S4896,51.65,16.4,5.6,Yes
S4897,80.4,14.2,5.3,Yes
S4898,97.45,29.3,7.7,No
S4899,99.49,25.1,4.6,Yes
S4900,74.21,23.4,5.7,No
S4901,73.4,15.3,4.7,No
S4902,82.25,27,8.9,Yes
S4903,77.78,7.3,5.4,Yes
S4904,81.7,8.6,5.3,No
S4905,93.7,28.9,7.2,Yes
S4906,87.32,19.2,4.1,Yes
S4907,74.84,9,7.3,No
S4908,73.09,28.7,6.3,Yes
S4909,81.98,29.4,4.9,Yes
S4910,72.79,27,6.4,No
S4911,72.89,11,9,No
S4912,50.82,12,8.2,Yes
S4913,58.7,15.2,8.9,Yes
S4914,74.43,19.5,8.6,No
S4915,91.13,29.8,8.1,No
S4916,63.94,28.9,5.7,Yes
S4917,76.13,28,7.6,No
S4918,67.25,7.2,6,Yes
S4919,55.24,23.9,6.1,No
S4920,97.91,26.9,8.4,No
S4921,92.73,13.3,5,Yes
S4922,53.92,10.5,5.5,Yes
S4923,85.99,23.7,8.7,No
S4924,67.38,7.3,7.5,Yes
S4925,99.74,28.5,4.3,Yes
S4926,65.12,8.9,4.6,Yes
S4927,61.94,16.4,6.9,Yes
S4928,78.39,29.6,8,Yes
S4929,91.76,29.7,8,No
S4930,59.63,24.4,6.1,Yes
S4931,85.47,26,5.3,Yes
S4932,53.07,29.2,7.9,Yes
S4933,95.95,28.2,8.7,Yes
S4934,54.05,20.6,6.2,Yes
S4935,95.71,23.4,4.7,Yes
S4936,74.54,19.8,7,Yes
S4937,72.4,17.7,4.4,No
S4938,98.67,27,7.1,Yes
S4939,99.52,23.5,4.9,No
S4940,82.51,26.5,6.6,Yes
S4941,56.36,7.4,7.1,Yes
S4942,75.31,19.4,6.2,Yes
S4943,76.46,13.2,8.1,Yes
S4944,75.72,17.8,5.9,Yes
S4945,78.47,20.3,4.8,Yes
S4946,50.94,26.1,6.3,Yes
S4947,85.56,5.8,8.8,Yes
S4948,85.62,9.1,8.4,No
S4949,55.77,28,5.6,Yes
S4950,78.51,29.2,5.2,No
S4951,78.42,6.4,6.4,No
S4952,84.12,13.3,7.3,No
S4953,54.27,5.2,8.6,No
S4954,81.33,23.9,7.1,No
S4955,64.04,22,8.2,No
S4956,75.35,19.1,7.5,No
S4957,88.67,22.3,4.5,No
S4958,85.28,18.4,8.5,Yes
S4959,55.95,11,5,Yes
S4960,79.56,23.9,5.8,No
S4961,98.46,24.6,8.2,Yes
S4962,57.84,26.4,8.9,No
S4963,92.65,28.9,5.6,No
S4964,85.13,23.7,5.9,Yes
S4965,88.7,6.4,6.4,Yes
S4966,64.1,5.5,6.5,Yes
S4967,64.39,23.5,7.8,Yes
S4968,95.3,6.4,8.1,No
S4969,67.99,12.9,9,Yes
S4970,53.15,8.4,8,Yes
S4971,80.03,29.2,5.5,Yes
S4972,56.24,12.9,5.8,No
S4973,89.83,6.4,7.1,Yes
S4974,82.09,28.7,7.4,Yes
S4975,93.74,20.2,4.4,No
S4976,89.24,5.9,5.7,No
S4977,55.61,25.8,5,No
S4978,69.05,8.8,6.5,No
S4979,88.73,25.1,4.8,Yes
S4980,70.87,20.1,6.9,Yes
S4981,98.62,9.4,6.3,Yes
S4982,86.79,23.8,6,Yes
S4983,50.77,16.4,7.2,No
S4984,94,21,6.1,Yes
S4985,55.04,26.7,6,Yes
S4986,57.03,11.5,7.3,No
S4987,86.72,14.1,4.3,No
S4988,93.25,29.9,6.2,No
S4989,76.82,17.7,5,Yes
S4990,64.45,19,4.2,No
S4991,67.57,12.1,4.2,Yes
S4992,67.14,15.4,4.8,No
S4993,66.33,17.5,6.2,No
S4994,62.15,11.5,6.8,No
S4995,80.44,11,8,Yes
S4996,95.02,20,7,No
S4997,65.35,9.6,6.6,No
S4998,59.33,18.8,4.2,Yes
S4999,91.93,22.7,5.5,Yes
S5000,87.09,10,7.5,No
S5001,96.54,23.6,5.4,Yes
S5002,58.28,14,7,Yes
S5003,57.21,29.8,7,Yes
S5004,77.07,29.5,5.5,Yes
S5005,80.72,25,6.9,No
S5006,74.01,13.6,4.6,Yes
S5007,79.95,28.4,7.6,Yes
S5008,59.02,30,4.1,No
S5009,73.98,16.6,4.2,No
S5010,82.9,20.4,8.4,No
S5011,71.64,5.1,6.9,Yes
S5012,83.97,6.1,4.8,No
S5013,72.56,17.5,7,Yes
S5014,66.68,20.2,5.8,No
S5015,65.18,12.8,5.3,Yes
S5016,70.55,7.5,8.1,Yes
S5017,51.15,24.6,6.4,Yes
S5018,83.43,15.5,5.5,No
S5019,92.26,21.2,8.7,No
S5020,67.73,21.3,4.8,No
S5021,52.3,18.7,4.7,Yes
S5022,99.34,9.5,4.5,No
S5023,63.18,20.4,4.6,Yes
S5024,56.33,13.1,5.3,Yes
S5025,68.49,25.5,7.5,Yes
S5026,86.93,9.8,7.4,No
S5027,64.7,12.3,7.8,Yes
S5028,78.74,16,6.9,No
S5029,70.78,23.5,6.5,Yes
S5030,55.89,23,6.2,Yes
S5031,66.51,13.4,8.4,No
S5032,86.24,17.8,5.7,Yes
S5033,80.6,10.9,8.5,Yes
S5034,55.99,24.3,5.4,Yes
S5035,58.17,9.9,4.8,Yes
S5036,82.04,25.5,5.3,No
S5037,90.67,28.4,6.5,No
S5038,67.47,29.8,8.6,Yes
S5039,79.77,26.4,4.9,No
S5040,58.53,10.5,6.9,No
S5041,65.57,15.4,5.1,No
S5042,51.01,7.2,7.4,Yes
S5043,88.41,9.1,6.3,No
S5044,70.05,6.2,7.7,No
S5045,90.81,21,8.3,No
S5046,85.42,18.3,5.7,Yes
S5047,91.44,27.9,8.7,Yes
S5048,64.28,16.6,6.3,No
S5049,59.26,21.1,8.7,No
S5050,98.6,15,5.2,Yes
S5051,85.87,25.7,8.5,Yes
S5052,91.7,28.2,5.7,No
S5053,50.66,15.8,7.8,Yes
S5054,67.72,7.1,8.8,No
S5055,87.14,9.1,8.6,Yes
S5056,53.9,23,6.3,Yes
S5057,78.37,13.1,5.7,No
S5058,71.45,24.6,7.1,Yes
S5059,50.88,23.7,7.5,Yes
S5060,61.8,22.4,6.7,Yes
S5061,64.24,25.4,8.2,Yes
S5062,55.59,23.9,4.3,Yes
S5063,81.58,20.8,7,Yes
S5064,62.12,5.1,6.6,Yes
S5065,63.88,17.9,4.2,Yes
S5066,94.91,19.9,4.1,No
S5067,73.36,29,7,Yes
S5068,69.61,21.3,4.6,Yes
S5069,86.19,19.4,7.8,No
S5070,95.48,18.5,8.7,No
S5071,51.25,7.6,4.9,No
S5072,72.41,15.7,8,Yes
S5073,80.54,8.4,7,Yes
S5074,65.93,6.3,6.2,Yes
S5075,88.62,13.2,7.3,No
S5076,98.57,21.1,8,Yes
S5077,97.17,26.7,8.9,No
S5078,63.3,25.3,7.3,Yes
S5079,61.32,12.4,7.7,Yes
S5080,97.87,6.1,7,No
S5081,72.93,15.1,6.8,Yes
S5082,60.41,12.9,4.3,No
S5083,85.35,14.3,4.8,No
S5084,64.22,19,5.9,Yes
S5085,63.36,5.8,7.2,No
S5086,93.96,14.3,4.4,No
S5087,58.12,19,6.7,Yes
S5088,53.22,15.8,4.1,No
S5089,63.46,21.7,7.8,No
S5090,80.35,9.7,7.3,Yes
S5091,56.15,8.8,6.6,Yes
S5092,73.58,12.7,6.9,No
S5093,81.37,7.5,8.7,Yes
S5094,92.44,10.9,8.5,No
S5095,61.49,7.2,8,Yes
S5096,90.87,15,5.7,No
S5097,61.75,22.8,4.5,Yes
S5098,83.84,12.2,5.6,Yes
S5099,71.53,5.1,7.8,No
S5100,55.73,18.9,7.1,No
S5101,85.71,22.3,7.5,No
S5102,60.89,14.8,4.5,No
S5103,58.83,12.4,4.8,No
S5104,67.92,17.3,7.3,Yes
S5105,82.66,7.5,5.9,No
S5106,61.7,21.1,5.8,No
S5107,59.18,23.3,6,Yes
S5108,50.5,22.6,8,Yes
S5109,73.58,13.2,7.5,No
S5110,71.43,26.1,4.5,No
S5111,61.69,28.7,5.7,No
S5112,52.68,12.4,7.4,No
S5113,71.46,11.6,8.9,No
S5114,89.41,22.6,8.6,No
S5115,85.76,22.7,5.2,No
S5116,93.04,17.8,4.3,No
S5117,50.48,28.1,6.9,Yes
S5118,98.32,8.7,6,Yes
S5119,67.07,16.9,4.9,No
S5120,99.52,5.9,7.3,No
S5121,62.63,6.3,4.8,Yes
S5122,73.58,6.3,5.8,Yes
S5123,67.7,17.3,8,No
S5124,67.79,19.7,7.4,No
S5125,92.11,5.1,7,Yes
S5126,87.32,20.8,8.7,Yes
S5127,99.61,17.2,4.6,No
S5128,80.68,10.6,7.5,Yes
S5129,73.16,5.4,4.6,Yes
S5130,54.5,8.9,4.7,Yes
S5131,99.83,20,6.5,Yes
S5132,77.58,21.5,4.1,No
S5133,85.02,21.2,6.5,No
S5134,70.34,8.8,4,Yes
S5135,77.39,27.8,7,No
S5136,97.13,15.3,5.6,Yes
S5137,58.32,24.2,4.4,No
S5138,64.62,9.2,7.9,No
S5139,57.6,16.8,5.9,No
S5140,89.61,18,6.2,Yes
S5141,53.1,24.3,5.9,Yes
S5142,54.08,20.5,4.4,Yes
S5143,64.92,15,6.3,No
S5144,75.71,12.1,7.3,No
S5145,70.31,29.3,8.5,No
S5146,52.24,12.1,7.8,No
S5147,97.87,8.2,4.4,No
S5148,97.64,12.5,4.8,No
S5149,63.97,13.2,4.2,Yes
S5150,86.58,8.2,4.6,No
S5151,78.93,22.7,6.4,No
S5152,61.87,20.5,5.1,Yes
S5153,63.11,12.9,7.2,Yes
S5154,74.56,29.8,4.2,No
S5155,70.96,21.4,8.3,No
S5156,64.56,22.6,7.4,Yes
S5157,90.38,18.9,8.8,Yes
S5158,74.07,18.8,8.8,Yes
S5159,82.74,5.5,7.5,Yes
S5160,59.46,24.3,4.8,No
S5161,76.68,27.8,5.1,Yes
S5162,65.9,8.1,5.4,No
S5163,76.32,24.9,6.1,No
S5164,89.04,18.4,6.9,No
S5165,88.45,12.1,7.4,Yes
S5166,67.71,28,4.4,No
S5167,84.71,5.4,7.1,Yes
S5168,97.06,11.9,4.3,No
S5169,81.28,27.2,8.1,Yes
S5170,57.42,17,4.2,Yes
S5171,83.99,20,6,No
S5172,55.25,23.7,6.1,No
S5173,93.61,8.7,6.9,Yes
S5174,75.83,10.4,4.5,No
S5175,69.26,30,8.7,Yes
S5176,52.85,10.9,5.9,No
S5177,69.04,18.5,6,Yes
S5178,95.16,12.5,5.2,No
S5179,51.05,26.3,7.9,Yes
S5180,73.73,29,4,No
S5181,96.56,8.5,4.5,Yes
S5182,69.74,20,6.4,Yes
S5183,71.41,25.3,8.8,Yes
S5184,78.93,25.6,4.2,No
S5185,73.15,16,4.3,No
S5186,58.43,10.6,7.6,Yes
S5187,50.93,14.7,7.7,No
S5188,80.49,23.8,8.5,No
S5189,96.04,29.8,6.9,No
S5190,55.32,18.9,6,Yes
S5191,60.55,9.9,6.3,Yes
S5192,68.51,6,6.2,Yes
S5193,90.44,28.6,8.9,No
S5194,63.46,17.1,5.9,No
S5195,94.1,22.9,4.5,No
S5196,52.75,21.5,5.4,No
S5197,97.05,27.3,8.8,Yes
S5198,78.04,11.7,6.1,No
S5199,82.94,16,5.6,No
S5200,68.38,27.8,5.6,Yes
S5201,89.1,19.6,4,No
S5202,58.33,6.8,7.2,No
S5203,52.45,9.9,7.6,No
S5204,69.78,10.9,5.8,Yes
S5205,92.68,29.8,8.4,No
S5206,87.75,10.6,7.7,Yes
S5207,75.86,26.7,7,No
S5208,78.61,7,7.5,Yes
S5209,56.49,9.5,7.8,Yes
S5210,92.03,26.8,6.6,Yes
S5211,89.35,27.5,6,Yes
S5212,82.82,9.4,4.6,No
S5213,73.31,10.7,6,Yes
S5214,98.22,18.3,6.8,No
S5215,93.95,6.3,8.7,Yes
S5216,82.22,28.6,4.8,Yes
S5217,68.59,14.1,7.8,Yes
S5218,80.9,17.2,5.2,No
S5219,78.77,7.6,8.8,Yes
S5220,69.71,5.8,7,Yes
S5221,65.33,16.7,6.2,Yes
S5222,70.35,8,5.7,No
S5223,78.7,20.8,5,No
S5224,71.41,24.9,7.6,Yes
S5225,63.18,5.8,7.2,Yes
S5226,88.05,20.3,8.5,No
S5227,76.57,25.4,7,Yes
S5228,53.38,16,4.8,Yes
S5229,68.42,29,7.4,No
S5230,94.25,7.8,8.4,Yes
S5231,87.76,13.1,9,No
S5232,66.16,10.8,7.4,Yes
S5233,96.91,29.9,5.4,No
S5234,53.83,12.4,6.8,No
S5235,98.06,14.7,6.6,Yes
S5236,62.29,26.2,6.6,Yes
S5237,50.45,28.2,4.4,Yes
S5238,71.69,28.4,5,No
S5239,67.95,19,6.6,Yes
S5240,76.95,21.6,8,No
S5241,89.84,13.7,4.9,No
S5242,92.12,20.2,4.8,Yes
S5243,70.06,12.6,7.8,Yes
S5244,71.49,23.7,7.5,Yes
S5245,57.41,12.7,6.4,Yes
S5246,52.38,27,4.3,Yes
S5247,82.06,8.6,6.4,Yes
S5248,53.22,19.3,8.2,Yes
S5249,86.69,18,4.1,Yes
S5250,76.95,11.6,4.5,No
S5251,59.93,5.7,8,No
S5252,76.98,8.7,6.6,No
S5253,59.15,29.2,7.3,Yes
S5254,71.94,28.5,7.7,No
S5255,89.98,8,5.5,No
S5256,73.1,14.4,5.5,Yes
S5257,57.43,16.6,5.3,No
S5258,86.19,17,4.8,No
S5259,59.34,12.5,5.5,No
S5260,86.93,27.8,8.8,Yes
S5261,73.97,27.7,4.4,Yes
S5262,72.69,5.5,5.2,Yes
S5263,92.57,21.3,5.6,Yes
S5264,85.43,6.9,4.8,No
S5265,51.65,19.9,4.4,No
S5266,64.81,26.7,4.8,No
S5267,93.55,21.2,6.6,No
S5268,50.92,16.7,7,Yes
S5269,77.26,28.9,5.1,No
S5270,86.39,23.7,6.5,No
S5271,81.09,11.2,4,Yes
S5272,88.03,14.7,7,No
S5273,86.28,24,4,No
S5274,84.6,5.5,7.2,Yes
S5275,91.08,6.6,6.4,Yes
S5276,82.28,26.5,4.5,Yes
S5277,70.12,6.1,4.4,Yes
S5278,73.6,22,4,Yes
S5279,85.84,13,6.8,No
S5280,93.82,25.6,8,No
S5281,63.61,26.2,8.3,Yes
S5282,67.1,28.8,6.8,Yes
S5283,96.54,7.4,8.4,Yes
S5284,78.93,15.6,8.3,Yes
S5285,58.95,19.3,7.5,Yes
S5286,83.18,27.9,5.8,Yes
S5287,99.54,11.7,8.1,Yes
S5288,91.17,6.8,6,No
S5289,87.29,10,6,No
S5290,60.4,17.4,7.4,No
S5291,93.81,22,8.6,No
S5292,76.29,22.3,6.5,Yes
S5293,94.46,6.9,4.9,No
S5294,66.49,24,4.7,Yes
S5295,53.1,21.5,5.5,No
S5296,73.8,15.2,6.3,No
S5297,63.49,19.3,5.5,No
S5298,85.76,24.2,7.6,Yes
S5299,97.86,11.6,6.7,Yes
S5300,84.55,28.5,6,No
S5301,94.35,8.4,5.1,Yes
S5302,72.65,27.6,7,Yes
S5303,88.58,23.5,7.4,No
S5304,92.15,21.5,7.9,Yes
S5305,85.54,7.1,9,Yes
S5306,75.39,28,5.2,Yes
S5307,81.29,12.4,4.1,Yes
S5308,85.03,23.6,6.5,No
S5309,62.65,27.1,8.6,Yes
S5310,90.48,11.1,5.2,No
S5311,97.52,27.9,7.8,Yes
S5312,73.26,20.3,5.6,No
S5313,85.05,21.5,6,No
S5314,86.85,27.9,8.7,Yes
S5315,83.11,18.2,6.3,No
S5316,77.36,16,7.6,No
S5317,94.08,20.8,6.7,Yes
S5318,72.45,18.9,7.8,Yes
S5319,53.06,6.5,5.6,No
S5320,92.23,9.5,8.4,No
S5321,83.7,5.3,6.7,No
S5322,92.46,7.7,5.5,No
S5323,56.93,23.2,4.2,No
S5324,51.54,5.1,4.1,No
S5325,96.72,12.6,5.8,No
S5326,57.39,16.2,5.1,No
S5327,90.48,28.4,4.3,Yes
S5328,91.16,13.2,6.8,Yes
S5329,85.44,24.6,8.9,No
S5330,56.56,15.2,6.1,Yes
S5331,83.37,7.5,6.8,No
S5332,94.45,7.5,5.1,No
S5333,71.28,15.8,5,No
S5334,70.68,6.4,5.6,Yes
S5335,72.14,19.3,8.2,Yes
S5336,54.11,17.3,8.8,Yes
S5337,94.6,22.6,7.7,No
S5338,93.46,9.6,4.1,Yes
S5339,99.9,19.8,6.2,No
S5340,79.26,9.4,6.1,Yes
S5341,87.56,23.1,8.7,Yes
S5342,60.13,12.7,7.7,No
S5343,83.38,20.4,7.6,No
S5344,82.49,27.1,6.8,No
S5345,95.06,17.2,7.2,Yes
S5346,91.54,9.8,7.5,Yes
S5347,96.92,27.2,6.8,Yes
S5348,93.44,14,8.2,No
S5349,93.43,23.3,4.2,No
S5350,53.19,13,8.7,No
S5351,92.3,12.5,7.9,Yes
S5352,80.37,21.1,6.6,Yes
S5353,69.02,8.9,8.3,Yes
S5354,52.83,26.7,8.1,No
S5355,83.88,14.7,6.1,No
S5356,66.41,5.5,8.2,No
S5357,73.39,12.6,4.9,Yes
S5358,84.09,24.6,6.3,Yes
S5359,95.59,26.5,5.2,Yes
S5360,91.27,19.2,4.6,Yes
S5361,72.53,12.4,8.5,No
S5362,69.39,18.2,5.8,No
S5363,61.99,25.9,7.4,Yes
S5364,68.62,12.9,5.9,No
S5365,55.55,14.6,6.7,Yes
S5366,98.56,18.5,5.7,No
S5367,78.7,27.2,7.7,Yes
S5368,56.39,19.6,7.9,No
S5369,67.64,10.2,6.2,No
S5370,77.35,7.2,8.3,No
S5371,76.64,7.4,5.8,Yes
S5372,51.78,28.8,7.8,No
S5373,97.54,25.6,7.3,Yes
S5374,63.77,24.1,6.3,No
S5375,50.81,17.4,8.4,No
S5376,53.82,21.8,6.9,Yes
S5377,79.01,8.2,8.2,No
S5378,56.89,20.5,7.7,Yes
S5379,52.09,25.3,6.7,No
S5380,68.98,6.6,5.6,No
S5381,81.14,12.4,8.8,No
S5382,55.59,7.8,4.3,Yes
S5383,65.67,11.5,8.5,Yes
S5384,70.89,24.3,6.5,Yes
S5385,57.97,13.3,7.7,No
S5386,75.3,22.2,5.7,Yes
S5387,54.26,24.3,5.9,No
S5388,52.33,25.4,5,Yes
S5389,75.99,26.8,8.8,Yes
S5390,62.39,19.9,4.2,No
S5391,54.77,12,5.9,Yes
S5392,71.2,8.8,5.7,Yes
S5393,95.76,17.6,8.1,No
S5394,86.21,7.6,6.5,No
S5395,90.78,27.8,4.8,No
S5396,93.6,16.1,6.5,No
S5397,98.63,26.8,5.2,Yes
S5398,88.16,22.7,4.1,Yes
S5399,80.42,26.4,6.7,No
S5400,68.27,27.1,5.8,No
S5401,59.08,6.3,5.2,No
S5402,84.33,23.1,4.9,Yes
S5403,99.75,10.7,6.3,No
S5404,73.37,29.7,8.3,Yes
S5405,86.18,24.5,7.8,No
S5406,74.75,5.1,4,Yes
S5407,71.6,28.2,7.7,No
S5408,70.52,12.3,4.4,Yes
S5409,75.23,15.4,6.7,No
S5410,68.34,20.3,7.9,Yes
S5411,87.44,27.9,6.3,No
S5412,93.71,28.2,5.9,No
S5413,94.14,19.1,8.7,Yes
S5414,61.38,12.9,4.1,Yes
S5415,94.8,12,4.5,Yes
S5416,67.08,14.1,8.4,Yes
S5417,65.47,9.5,8.4,Yes
S5418,86.34,21.7,5.9,Yes
S5419,65.23,18.2,6.7,No
S5420,52.65,24.3,4.8,No
S5421,68.68,7.4,8.4,Yes
S5422,86.07,15,6.3,Yes
S5423,66.35,11,6.8,No
S5424,81.48,18.4,4.6,Yes
S5425,83.01,16.7,7.1,No
S5426,86.69,16.2,7.5,No
S5427,94.86,12.9,5.5,No
S5428,71.63,23.2,8.5,Yes
S5429,58.32,17,5,No
S5430,65.95,10.1,8.5,Yes
S5431,71.61,18.7,7.5,Yes
S5432,85.69,19.9,8.2,Yes
S5433,50.66,5.5,7.5,No
S5434,65.79,10.1,6.1,No
S5435,88.99,11.1,5.7,No
S5436,83.54,11.2,7.7,Yes
S5437,86.59,11,5.5,No
S5438,90.59,11.8,4.3,No
S5439,89.16,11.6,5.2,No
S5440,84.11,27.1,7.8,No
S5441,71.98,13,8,No
S5442,99.18,13.7,5.4,Yes
S5443,78.45,11.7,5.6,Yes
S5444,60.14,29.2,6.7,Yes
S5445,64.64,18.4,5.3,Yes
S5446,84.68,20.3,7,Yes
S5447,96.24,23.4,5.4,No
S5448,58.94,13.3,4.6,Yes
S5449,54.12,29.2,4.8,No
S5450,94.08,8.8,5.3,No
S5451,95.76,16.4,4.8,No
S5452,63.82,8.6,8.9,No
S5453,68.86,24.8,7.3,Yes
S5454,83.01,7.7,4.9,No
S5455,66.5,18.8,6.1,No
S5456,93.86,7.6,5.3,Yes
S5457,55.38,16.3,7.4,No
S5458,51.9,12,8.3,No
S5459,60.42,27.6,6,No
S5460,64.3,6.3,6.1,Yes
S5461,55.65,21.2,6,No
S5462,53.28,22.4,6.2,No
S5463,87.78,27.2,4.2,Yes
S5464,58.21,26.9,7,Yes
S5465,95.7,29.4,8.8,Yes
S5466,68.4,11.3,7.9,No
S5467,83.53,11.9,8.3,No
S5468,61.27,14.9,5.1,Yes
S5469,62.02,18.4,7,No
S5470,78.74,14.2,8.5,Yes
S5471,78.03,23.5,4.3,No
S5472,88.44,5.2,8.4,No
S5473,87.89,5.4,4.3,No
S5474,83.53,22.9,8.9,Yes
S5475,72.46,27.1,4.4,No
S5476,94.53,24.4,5.8,No
S5477,81.13,7.9,4.3,No
S5478,99.51,28.4,4.3,No
S5479,90.97,18,8.3,No
S5480,52.22,23.6,4.3,No
S5481,66.03,10,8,Yes
S5482,78.59,18.7,8.5,No
S5483,86.07,13.3,8.7,Yes
S5484,77.52,29.4,8.3,Yes
S5485,89.31,16.9,8.8,No
S5486,64.13,23.9,4.3,Yes
S5487,59.2,20.1,9,Yes
S5488,52.7,7.4,4.1,No
S5489,78.67,18.6,4.8,Yes
S5490,84.43,18.5,4.4,No
S5491,66.31,22.9,7.7,No
S5492,80.68,13,4.4,Yes
S5493,52.61,26.5,5.5,Yes
S5494,54.96,20.6,7.2,Yes
S5495,85.09,6,6.5,No
S5496,68.4,22.7,4.7,Yes
S5497,83.57,27.7,6.6,No
S5498,91.59,22.1,5.7,No
S5499,92.63,14.5,6.9,No
S5500,58.61,19.8,6.7,No
